"med" "estup_psicot"
"2241" "ARIXTRA" FALSE
"2242" "INFLUVAC" FALSE
"2243" "INOVELON" FALSE
"2244" "JAZETA" FALSE
"2245" "ANESTEFARIN" FALSE
"2246" "MABOCLOP" FALSE
"2247" "NASACORT" FALSE
"2248" "LUMOBRY" FALSE
"2249" "NERLYNX" FALSE
"2250" "BEACITA" FALSE
"2251" "BUDENA" FALSE
"2252" "HUBBER" FALSE
"2253" "BONVIVA" FALSE
"2254" "MUCOFLUID" FALSE
"2255" "BARIPRIL" FALSE
"2256" "GERBIN" FALSE
"2257" "ZINOSAL" FALSE
"2258" "ATORVASTATINA ABEX" FALSE
"2259" "ALTELLUS" FALSE
"2260" "YATROX" FALSE
"2261" "DAITAL" FALSE
"2262" "SYNAREL" FALSE
"2263" "ABIRATERONA GLENMARK" FALSE
"2264" "ALPRAZOLAM OTIFARMA" TRUE
"2265" "LOXIFAN" FALSE
"2266" "DISGREN" FALSE
"2267" "TEBARAT" FALSE
"2268" "VENLAFAXINA GENERICOS" FALSE
"2269" "BUCCOLAM" TRUE
"2270" "SEREQUR" FALSE
"2271" "ABACAT" FALSE
"2272" "RINVOQ" FALSE
"2273" "DOMPERIDONA" FALSE
"2274" "PENILEVEL" FALSE
"2275" "AVAMYS" FALSE
"2276" "PRAVASTATINA DAVUR" FALSE
"2277" "JORVEZA" FALSE
"2278" "ENSPRYNG" FALSE
"2279" "CARIBAN" FALSE
"2280" "ANPEVAL" FALSE
"2281" "NATECAL" FALSE
"2282" "INHIBACE" FALSE
"2283" "APIDRA" FALSE
"2284" "DISIT" FALSE
"2285" "FRITUSIL" FALSE
"2286" "FARSICOLD" FALSE
"2287" "TETRACAINA" FALSE
"2288" "ANGILEPTOL EUCALIPTO" FALSE
"2289" "ENTERO" FALSE
"2290" "GASTROPAN" FALSE
"2291" "NOBRITOL" TRUE
"2292" "PARACETAMOL LEVEL" FALSE
"2293" "RHINOSPRAY" FALSE
"2294" "LURAMON" FALSE
"2295" "SINTROM" FALSE
"2296" "EBILFUMIN" FALSE
"2297" "IDEOS UNIDIA" FALSE
"2298" "BEMASIVE" FALSE
"2299" "DAFIRO" FALSE
"2300" "WYNZORA" FALSE
"2301" "UREA NM" FALSE
"2302" "BENZAC" FALSE
"2303" "ULCERAL" FALSE
"2304" "ALCOHOL" FALSE
"2305" "EFEDRINA LEVEL" FALSE
"2306" "SEMGLEE" FALSE
"2307" "FRUZAQLA" FALSE
"2308" "NOVOPULM NOVOLIZER" FALSE
"2309" "DOLVIRAN" TRUE
"2310" "VILEPSIA" FALSE
"2311" "COPAXONE" FALSE
"2312" "VAGIRUX" FALSE
"2313" "CIPROXINA" FALSE
"2314" "DEXTROMETORFANO CODRAMOL" FALSE
"2315" "MERIOFERT" FALSE
"2316" "LACTULOSA" FALSE
"2317" "INREBIC" FALSE
"2318" "NOCTAMID" TRUE
"2319" "HIBITANE" FALSE
"2320" "ANTICATARRAL EDIGEN" FALSE
"2321" "NOVOTER GENTAMICINA" FALSE
"2322" "NIFLACTOL" FALSE
"2323" "ALPROSTADIL" FALSE
"2324" "IBUPROFENO GENERICOS" FALSE
"2325" "LYDRASO" FALSE
"2326" "QUINAPRIL" FALSE
"2327" "FOLIDOCE" FALSE
"2328" "COLIRCUSI GENTAMICINA" FALSE
"2329" "OFTALMOLOSA CUSI ERITROMICINA" FALSE
"2330" "TOBREX OFTALMICO" FALSE
"2331" "VIAFLO PLASMALYTE" FALSE
"2332" "COLIROFTA CICLOPLEJICO" FALSE
"2333" "CERVARIX" FALSE
"2334" "DIOFLAV" FALSE
"2335" "NATIFAR" FALSE
"2336" "DICLOABAK" FALSE
"2337" "AZYDROP" FALSE
"2338" "PRED" FALSE
"2339" "LERCAPRESS" FALSE
"2340" "EPTADONE" TRUE
"2341" "FOLINATO CALCICO" FALSE
"2342" "SOLARAZE" FALSE
"2343" "OVOPLEX" FALSE
"2344" "TRAVATAN" FALSE
"2345" "BRILIQUE" FALSE
"2346" "ACULAR" FALSE
"2347" "SEREVENT" FALSE
"2348" "PRINIVIL" FALSE
"2349" "KETOCONAZOL ABAMED" FALSE
"2350" "OMNIC" FALSE
"2351" "PROTALON" FALSE
"2352" "DUPROST" FALSE
"2353" "DIAMICRON" FALSE
"2354" "FLUSONAL ACCUHALER" FALSE
"2355" "RESTAFOS" FALSE
"2356" "APROXXAMLO" FALSE
"2357" "FLIXOTIDE" FALSE
"2358" "PEPTICUM" FALSE
"2359" "ELOCOM" FALSE
"2360" "ORENCIA" FALSE
"2361" "SOLINITRINA" FALSE
"2362" "BOREA" FALSE
"2363" "EXEMESTANO DESGEN" FALSE
"2364" "MICLAST" FALSE
"2365" "BEPANMED" FALSE
"2366" "EXITAL" FALSE
"2367" "AZACTAM" FALSE
"2368" "INALADUO ACCUHALER" FALSE
"2369" "URONEFREX" FALSE
"2370" "KENTERA" FALSE
"2371" "ACALKA" FALSE
"2372" "INCRUSE ELLIPTA" FALSE
"2373" "OLFEN" FALSE
"2374" "DROVELIS" FALSE
"2375" "ALDACTONE" FALSE
"2376" "VOLUTSA" FALSE
"2377" "ORLILOSS" FALSE
"2378" "PARACETAMOL CODEINA" TRUE
"2379" "LEPTOPROL" FALSE
"2380" "EURADAL" FALSE
"2381" "HEMODREN" FALSE
"2382" "APREGIA" FALSE
"2383" "DESOPOP" FALSE
"2384" "BENEFLUR" FALSE
"2385" "FOSTER" FALSE
"2386" "BROXIVAN" FALSE
"2387" "FOSFOMICINA ABAMED" FALSE
"2388" "VARIDASA" FALSE
"2389" "ROLPRYNA SR" FALSE
"2390" "FLUMILEXA" FALSE
"2391" "STILNOX" TRUE
"2392" "ANGELIQ" FALSE
"2393" "MINIMS FLUORESCEINA SODICA" FALSE
"2394" "TRUMENBA" FALSE
"2395" "RELEPOST" FALSE
"2396" "XTANDI" FALSE
"2397" "TETRIDAR" FALSE
"2398" "FASENRA" FALSE
"2399" "ALOCUTAN" FALSE
"2400" "TEROMOL" FALSE
"2401" "BYTEQI" FALSE
"2402" "FARBUCAL" FALSE
"2403" "NORMOSTOP" FALSE
"2404" "PHARMAFREN" FALSE
"2405" "SEPTOLETE" FALSE
"2406" "PROPALGAR" FALSE
"2407" "LANVIS" FALSE
"2408" "DUPLAXIL" FALSE
"2409" "NUCALA" FALSE
"2410" "XOSPATA" FALSE
"2411" "REMSIMA" FALSE
"2412" "MYRELEZ" FALSE
"2413" "SHINGRIX" FALSE
"2414" "DISBRON" FALSE
"2415" "DUTASTERIDA TAMSULOSINA NORMOGEN" FALSE
"2416" "AMLODIPINO RAMIPRIL" FALSE
"2417" "VANCOMICINA" FALSE
"2418" "LINELLE" FALSE
"2419" "DESOGESTREL" FALSE
"2420" "VITAGOBENS" FALSE
"2421" "VADITON PROLIB" FALSE
"2422" "CELENIB" FALSE
"2423" "PRIMPERAN" FALSE
"2424" "WEGOVY" FALSE
"2425" "PROVIRON" FALSE
"2426" "FURACIN" FALSE
"2427" "LITACE" FALSE
"2428" "UNIKET" FALSE
"2429" "PYZCHIVA" FALSE
"2430" "EXOCIN" FALSE
"2431" "DAIVONEX" FALSE
"2432" "LOPRESOR" FALSE
"2433" "MAXITROL" FALSE
"2434" "METHERGIN" FALSE
"2435" "ANAPEN" FALSE
"2436" "EBERNET" FALSE
"2437" "OCTOSTIM" FALSE
"2438" "DRESPLAN" FALSE
"2439" "AROMASIL" FALSE
"2440" "NETENAX" FALSE
"2441" "GELOCATIL PSEUDOEFEDRINA" FALSE
"2442" "FASTUM" FALSE
"2443" "AERIUS" FALSE
"2444" "MOVILAT" FALSE
"2445" "CANESPIE BIFONAZOL" FALSE
"2446" "TEVALET" FALSE
"2447" "FOSFOMICINA CALCICA SOLUFOS" FALSE
"2448" "SPASMOCTYL" FALSE
"2449" "BRONCHOGRIP" FALSE
"2450" "ELETRIPTAN" FALSE
"2451" "OTULFI" FALSE
"2452" "ALAPANZOL" FALSE
"2453" "SOMAZINA" FALSE
"2454" "PARACETAMOL MYLAN" FALSE
"2455" "PEZIMAX" FALSE
"2456" "SEGURIL" FALSE
"2457" "LUBRISTESIC" FALSE
"2458" "DUOMATE" FALSE
"2459" "BONDRONAT" FALSE
"2460" "PROGRAF" FALSE
"2461" "BICASAN" FALSE
"2462" "MULTIBIC" FALSE
"2463" "CETRAFLUX" FALSE
"2464" "MERCROMINA" FALSE
"2465" "TIMABAK" FALSE
"2466" "YURELAX" FALSE
"2467" "TISUDERMA" FALSE
"2468" "MORRY" FALSE
"2469" "NEUROMADE" FALSE
"2470" "ESPINO ALBAR" FALSE
"2471" "BISOLVON" FALSE
"2472" "ARZOTIM" FALSE
"2473" "SARCOP" FALSE
"2474" "XERMELO" FALSE
"2475" "ONUREG" FALSE
"2476" "ZOPICLONA" FALSE
"2477" "SURMONTIL" FALSE
"2478" "DOXILAMINA" FALSE
"2479" "PARACETAMOL LIDERFEN" FALSE
"2480" "SOLIKER" FALSE
"2481" "ALGIDOL" TRUE
"2482" "TRAVOPROST RAFARM" FALSE
"2483" "COVERSORAL" FALSE
"2484" "MELTEVA" FALSE
"2485" "KLACID UNIDIA" FALSE
"2486" "ENALAPRIL BD" FALSE
"2487" "VEPESID" FALSE
"2488" "QINLOCK" FALSE
"2489" "AMLODIPINO TAD" FALSE
"2490" "TEPMETKO" FALSE
"2491" "SOMATULINA AUTOGEL" FALSE
"2492" "HANSATERM" FALSE
"2493" "XYLONOR" FALSE
"2494" "LORAMET" TRUE
"2495" "IMIDAPRIL" FALSE
"2496" "CICLOPIROX OLAMINA CAPITEC" FALSE
"2497" "GRAIL" FALSE
"2498" "ESPIDIDOL" FALSE
"2499" "DARSTIN" FALSE
"2500" "FERPLEX" FALSE
"2501" "QDENGA DISOLVENTE" FALSE
"2502" "UNIBENESTAN" FALSE
"2503" "TAMSULOSINA EDIGEN" FALSE
"2504" "PARACETAMOL RIMAFAR" FALSE
"2505" "ACTIMAG" FALSE
"2506" "DIENOGEST" FALSE
"2507" "NUROFEN" FALSE
"2508" "LINOMED" FALSE
"2509" "KERIZET" FALSE
"2510" "DUSPATALIN" FALSE
"2511" "NEOTIGASON" FALSE
"2512" "POINDOL" FALSE
"2513" "ELORGAN" FALSE
"2514" "DROSBELA" FALSE
"2515" "SALVACAM" FALSE
"2516" "JYSELECA" FALSE
"2517" "NITROFIX" FALSE
"2518" "DIAZEPAN LEO" TRUE
"2519" "LUDIOMIL" FALSE
"2520" "FOSFOEVAC" FALSE
"2521" "ANESTDERMA" FALSE
"2522" "MUPIROCINA GALENICUMDERMA" FALSE
"2523" "ADTRALZA" FALSE
"2524" "SALVIAMED" FALSE
"2525" "VAPORUB" FALSE
"2526" "ZILBRYSQ" FALSE
"2527" "FUSIDICO REDOXFARMA" FALSE
"2528" "AIRTAL DIFUCREM" FALSE
"2529" "EULITOP" FALSE
"2530" "SOVALDI" FALSE
"2531" "CIVERAN" FALSE
"2532" "DURVITAN" FALSE
"2533" "BROMURO IPRATROPIO" FALSE
"2534" "DUTAMSIN" FALSE
"2535" "CLARITROMICINA UNIDIA" FALSE
"2536" "CHOLESTAGEL" FALSE
"2537" "ACTITHIOL ANTIHISTAMINICO" FALSE
"2538" "DISTRANEURINE" FALSE
"2539" "ZYLORIC" FALSE
"2540" "HYPERLITE" FALSE
"2541" "TROMALYT" FALSE
"2542" "RADIO SALIL" FALSE
"2543" "ROSALGIN" FALSE
"2544" "VIVOTIF" FALSE
"2545" "INDAPAMIDA TEVAGEN" FALSE
"2546" "FLUTICREM" FALSE
"2547" "HIDROXOCOBALAMINA BASI" FALSE
"2548" "BAQSIMI" FALSE
"2549" "MONKASTA" FALSE
"2550" "HARPAGOFITO" FALSE
"2551" "EQUINACEA" FALSE
"2552" "DERMOSA AUREOMICINA" FALSE
"2553" "TALZENNA" FALSE
"2554" "ZELBORAF" FALSE
"2555" "QUOCIN" FALSE
"2556" "FUSIDICO" FALSE
"2557" "SUTIF" FALSE
"2558" "FRICOLD" FALSE
"2559" "INPALIX" FALSE
"2560" "FEBROVIR" FALSE
"2561" "CARBOLIQ" FALSE
"2562" "ROBAXISAL" FALSE
"2563" "SEBIPROX" FALSE
"2564" "XAGRID" FALSE
"2565" "AAS" FALSE
"2566" "UBTEST" FALSE
"2567" "GLUTASEY" FALSE
"2568" "LEBERSAL" FALSE
"2569" "ESTOMIL" FALSE
"2570" "FLUOXETINA RIMAFAR" FALSE
"2571" "BICARBONATO NM" FALSE
"2572" "DUOXONA" TRUE
"2573" "CAPSIDOL" FALSE
"2574" "EQUASYM" TRUE
"2575" "BOI ASPARTICO" FALSE
"2576" "CLOPIXOL" FALSE
"2577" "OXIGENADA CUVE" FALSE
"2578" "ALTISBEN" FALSE
"2579" "RAMIPRIL GENERICOS" FALSE
"2580" "OPZELURA" FALSE
"2581" "VARIARGIL" FALSE
"2582" "PRANZO" FALSE
"2583" "RELERT" FALSE
"2584" "EMERADE" FALSE
"2585" "CEFOXITINA" FALSE
"2586" "SOLTEL" FALSE
"2587" "AULCER" FALSE
"2588" "VELYNTRA" FALSE
"2589" "OVALEAP" FALSE
"2590" "ASTUDAL" FALSE
"2591" "PEPCID" FALSE
"2592" "ZEJULA" FALSE
"2593" "GENOXAL" FALSE
"2594" "FLUSAMIX EASYHALER" FALSE
"2595" "KELZY" FALSE
"2596" "LAVESTRA HCT" FALSE
"2597" "NEOBRUFEN CODEINA" TRUE
"2598" "MAYGACE ALTAS" FALSE
"2599" "MEDOCLAV" FALSE
"2600" "FLUIDIN" FALSE
"2601" "METALGIAL" FALSE
"2602" "BIMI" FALSE
"2603" "LEFLUNOMIDA MEDAC" FALSE
"2604" "TRUTEST" FALSE
"2605" "VATOUD" FALSE
"2606" "APOGO POD" FALSE
"2607" "JAYPIRCA" FALSE
"2608" "GLUCANTIME" FALSE
"2609" "MULTAQ" FALSE
"2610" "ANASTROZOL LIDERFARM" FALSE
"2611" "HISTAVERIN" TRUE
"2612" "SECREPAT" FALSE
"2613" "EZETIMIBA SIMVASTATINA DZ" FALSE
"2614" "OMVOH" FALSE
"2615" "TRIAPIN" FALSE
"2616" "NORLEVO" FALSE
"2617" "DENTISPRAY" FALSE
"2618" "VASFILM" FALSE
"2619" "BIOBICA" FALSE
"2620" "DOLIFEN" FALSE
"2621" "ELADYNOS" FALSE
"2622" "DEXAMETASONA" FALSE
"2623" "WAKIX" FALSE
"2624" "NYZOL" FALSE
"2625" "PASANG" FALSE
"2626" "PREPARACIONES BEXEN DISOLVENTE PARENTERAL" FALSE
"2627" "DIOSMINA" FALSE
"2628" "RESINCOLESTIRAMINA" FALSE
"2629" "VERRUCUTAN" FALSE
"2630" "MEMANTINA MYLAN" FALSE
"2631" "DROPIZOL" TRUE
"2632" "YCOMWYA" FALSE
"2633" "DYNAMOGEN" FALSE
"2634" "HEIPRAM" FALSE
"2635" "MINIMS TROPICAMIDA" FALSE
"2636" "SUPOSITORIOS GLICERINA TORRENTS BLISTER" FALSE
"2637" "PANTOMICINA" FALSE
"2638" "SUNOSI" FALSE
"2639" "IMUNOCARE" FALSE
"2640" "BONESIL" FALSE
"2641" "PREPARACIONES BBRAUN DISOLVENTE PARENTERAL" FALSE
"2642" "ALERGOLIBER" FALSE
"2643" "BACTIL" FALSE
"2644" "DEXULAC" FALSE
"2645" "ACENAM" FALSE
"2646" "GINKGO" FALSE
"2647" "ABIRATERONA MYLAN" FALSE
"2648" "EBASTINA GADOR" FALSE
"2649" "PROVISACOR" FALSE
"2650" "ISOTIORGA" FALSE
"2651" "CALMAGRIP" FALSE
"2652" "LEPONEX" FALSE
"2653" "DEXTROMETORFANO" FALSE
"2654" "DOLALGIAL CLONIXINO LISINA" FALSE
"2655" "SYRACERIN" FALSE
"2656" "CONDROITINA" FALSE
"2657" "OCTOCAINE" FALSE
"2658" "KONEX" FALSE
"2659" "CHICLIDA" FALSE
"2660" "CUPRIOR" FALSE
"2661" "ACITRETINA" FALSE
"2662" "ECBIRIO" FALSE
"2663" "ROVAMYCINE" FALSE
"2664" "IMUKIN" FALSE
"2665" "LEVATIK" FALSE
"2666" "BIMOTIL" FALSE
"2667" "ALENDRONICO GENERICOS" FALSE
"2668" "TAVANIC" FALSE
"2669" "EXPECTYM" FALSE
"2670" "TIOCONAZOL" FALSE
"2671" "COLCHICINA" FALSE
"2672" "BIOPLAK" FALSE
"2673" "INSPRA" FALSE
"2674" "TRIGON DEPOT" FALSE
"2675" "OFTALMOLOSA CUSI HIDROCORTISONA" FALSE
"2676" "ADARTREL" FALSE
"2677" "BERIGLOBINA" FALSE
"2678" "CERAZET" FALSE
"2679" "PICASUM" FALSE
"2680" "VALS" FALSE
"2681" "CORIPREN" FALSE
"2682" "NEXIUM" FALSE
"2683" "TRIALONA ACCUHALER" FALSE
"2684" "BITUROL" FALSE
"2685" "ELIGARD" FALSE
"2686" "CLARITYNE" FALSE
"2687" "MICRALAX CITRATO LAURIL SULFOACETATO" FALSE
"2688" "FENODEX" FALSE
"2689" "CINFATUSINA" FALSE
"2690" "OVITRELLE" FALSE
"2691" "ESKAZOLE" FALSE
"2692" "NORMOGASTROL" FALSE
"2693" "PARACETAMOL MABOGEN" FALSE
"2694" "REGAINE" FALSE
"2695" "DRELLE" FALSE
"2696" "DASSELTA" FALSE
"2697" "LIZIFEN" FALSE
"2698" "AILYN" FALSE
"2699" "SINUPRET EXTRACT" FALSE
"2700" "EVACUANTE" FALSE
"2701" "IMUREL" FALSE
"2702" "AIDRAELLE" FALSE
"2703" "SIMBRINZA" FALSE
"2704" "TRAVOPROST" FALSE
"2705" "MENALCOL" FALSE
"2706" "NOVORAPID PENFILL" FALSE
"2707" "BRINZOLAMIDA" FALSE
"2708" "FLONASE" FALSE
"2709" "EKZEM" FALSE
"2710" "BUCOXON" FALSE
"2711" "EDISTRIDE" FALSE
"2712" "COTELLIC" FALSE
"2713" "ALITRETINOINA" FALSE
"2714" "VAXELIS" FALSE
"2715" "BECOTIDE" FALSE
"2716" "VIDESIL" FALSE
"2717" "BENEXOL" FALSE
"2718" "KEVZARA" FALSE
"2719" "ESTRADIOL MERIESTRA" FALSE
"2720" "DOLNA" FALSE
"2721" "MAVENCLAD" FALSE
"2722" "VENLAFAXINA STADAGEN" FALSE
"2723" "RYDAPT" FALSE
"2724" "RILAST" FALSE
"2725" "FML" FALSE
"2726" "INVEGA" FALSE
"2727" "STRIVERDI RESPIMAT" FALSE
"2728" "GLYPVILO" FALSE
"2729" "SOPROBEC" FALSE
"2730" "CIBINQO" FALSE
"2731" "SPRAVATO" TRUE
"2732" "DECLOBAN" FALSE
"2733" "KETISAL" FALSE
"2734" "OFTALMOLOSA CUSI CLORAMFENICOL" FALSE
"2735" "DUPLOTRIP" FALSE
"2736" "BIMEOX" FALSE
"2737" "NEOSAYOMOL" FALSE
"2738" "SUAVURET" FALSE
"2739" "OCULOTECT" FALSE
"2740" "ZENAVAN" FALSE
"2741" "FABROVEN" FALSE
"2742" "BONJESTA" FALSE
"2743" "TYPHIM" FALSE
"2744" "ROCLANDA" FALSE
"2745" "TASIGNA" FALSE
"2746" "VEOZA" FALSE
"2747" "NARINE REPETABS" FALSE
"2748" "MINODIAB" FALSE
"2749" "AMIKACINA" FALSE
"2750" "LACIPIL" FALSE
"2751" "POLARACREM" FALSE
"2752" "FLUTAMIDA" FALSE
"2753" "LESCOL PROLIB" FALSE
"2754" "DICLOFENACOLEPORI" FALSE
"2755" "FLUVOXAMINA" FALSE
"2756" "BETAMICAN ACCUHALER" FALSE
"2757" "LONITEN" FALSE
"2758" "ISOPTO FLUCON" FALSE
"2759" "KETAZOLAM" TRUE
"2760" "CANESMYCOSPOR" FALSE
"2761" "SINTONAL" TRUE
"2762" "OFTALMOLOSA CUSI ANTIEDEMA" FALSE
"2763" "MENAVEN" FALSE
"2764" "IBUPROFENO CODRAMOL" FALSE
"2765" "DUTASTERIDA TAMSULOSINA CINFALAB" FALSE
"2766" "TASOLTRIP" FALSE
"2767" "PRISDAL" FALSE
"2768" "ANGILEPTOL" FALSE
"2769" "LIFOG" FALSE
"2770" "PSICO SOMA" FALSE
"2771" "TESTAVAN" FALSE
"2772" "VAGIFEM" FALSE
"2773" "ANTINELLE" FALSE
"2774" "VELPHORO" FALSE
"2775" "CAFERGOT" FALSE
"2776" "FORMULATUS" FALSE
"2777" "BANDOL" FALSE
"2778" "ADROVANCE" FALSE
"2779" "TELFAST" FALSE
"2780" "TESTEX PROLONGATUM" FALSE
"2781" "DOLQUINE" FALSE
"2782" "SEPTANASAL" FALSE
"2783" "GLICLAZIDA TAD" FALSE
"2784" "EFLUELDA" FALSE
"2785" "TETRABENAZINA" FALSE
"2786" "NERVIKAN" FALSE
"2787" "NOVOTER" FALSE
"2788" "CUVEFILM" FALSE
"2789" "DALPARAN" TRUE
"2790" "PAUSEDAL" FALSE
"2791" "MACROGOL" FALSE
"2792" "MOXIFLOXACINO TEVAGEN" FALSE
"2793" "LANACORDIN" FALSE
"2794" "CYANOKIT" FALSE
"2795" "CANDESARTAN HIDROCLOROTIAZIDA TEVAPHARMA" FALSE
"2796" "RHINOSPRAY EUCALIPTUS" FALSE
"2797" "SULFADIAZINA" FALSE
"2798" "EDELSINE" FALSE
"2799" "FERROPROTINA" FALSE
"2800" "SENIORAL" FALSE
"2801" "CLONAZEPAM" TRUE
"2802" "EMPORTAL" FALSE
"2803" "PANTOPRAZOL DAVUR" FALSE
"2804" "MOTOSOL" FALSE
"2805" "ANGIFEN" FALSE
"2806" "SERRAGRIP" FALSE
"2807" "YOFOLVIT" FALSE
"2808" "LIDOCAINA" FALSE
"2809" "ROBAXIN" FALSE
"2810" "PIQRAY" FALSE
"2811" "CLOTRIMAZOL GINECANESMED" FALSE
"2812" "DOLVIRAN SUPOSITORIOS" TRUE
"2813" "CAMILINA" FALSE
"2814" "OMEPRAZOL DAVUR" FALSE
"2815" "PASIFLORA" FALSE
"2816" "KLACID" FALSE
"2817" "GUTRON" FALSE
"2818" "CUATROCREM" FALSE
"2819" "RINOBACTIL" FALSE
"2820" "ALDOCUMAR" FALSE
"2821" "RIFINAH" FALSE
"2822" "VONILLE" FALSE
"2823" "DOLOCATIL CODEINA" TRUE
"2824" "ZENINAS" FALSE
"2825" "LAIRESP" FALSE
"2826" "PRENAMID" FALSE
"2827" "KOSELUGO" FALSE
"2828" "PROSPANTUS" FALSE
"2829" "CELECREM" FALSE
"2830" "VENLAPINE" FALSE
"2831" "DOMEX" FALSE
"2832" "CITORSAL" FALSE
"2833" "FOSRENOL" FALSE
"2834" "IFIRMACOMBI" FALSE
"2835" "TASMAR" FALSE
"2836" "ZEKILEP" FALSE
"2837" "IDEOS" FALSE
"2838" "LYFNUA" FALSE
"2839" "TUSCLIN" FALSE
"2840" "BCG" FALSE
"2841" "CALCIPOTRIOL BETAMETASONA" FALSE
"2842" "FEMMYN" FALSE
"2843" "RAMIPRIL ARISTOGEN" FALSE
"2844" "PARLATOS" FALSE
"2845" "ATROPINA" FALSE
"2846" "LENZETTO" FALSE
"2847" "BENADON" FALSE
"2848" "PRIOSOL HEMOFILTRACION" FALSE
"2849" "INBRIJA" FALSE
"2850" "PERIFEM" FALSE
"2851" "CARRELDON" FALSE
"2852" "PAROXETINA DAVURGAMA" FALSE
"2853" "TOSIVY" FALSE
"2854" "NAMUSCLA" FALSE
"2855" "BECLOENEMA" FALSE
"2856" "SUBOXONE" TRUE
"2857" "DECENTAN" FALSE
"2858" "BLASTOESTIMULINA" FALSE
"2859" "ANTIVERRUGAS COLODION" FALSE
"2860" "EFENSOL" FALSE
"2861" "AMANTADINE LEVEL" FALSE
"2862" "SASULEN" FALSE
"2863" "PARACETAMOL TEVAGEN" FALSE
"2864" "DUNA" TRUE
"2865" "TRANDATE" FALSE
"2866" "HEMORRANE" FALSE
"2867" "ELIXIFILIN" FALSE
"2868" "TRINISPRAY" FALSE
"2869" "SUERO FISIOLOGICO" FALSE
"2870" "KETOISDIN" FALSE
"2871" "TOLAK" FALSE
"2872" "INHALOK AIRMASTER" FALSE
"2873" "POSTINOR" FALSE
"2874" "MERCAPTOPURINA" FALSE
"2875" "TURBET" FALSE
"2876" "TALTZ" FALSE
"2877" "KARBIS" FALSE
"2878" "TISANA" FALSE
"2879" "BARIPRIL DIU" FALSE
"2880" "SOTYKTU" FALSE
"2881" "DROSBELALLE" FALSE
"2882" "ALCOMON" FALSE
"2883" "OSVAREN" FALSE
"2884" "PARACODINA" TRUE
"2885" "CARDO MARIANO" FALSE
"2886" "MEDEBIOTIN" FALSE
"2887" "HEDETUS" FALSE
"2888" "CRATAESOR" FALSE
"2889" "APOGO PEN" FALSE
"2890" "FURASEPTIC" FALSE
"2891" "DIUREX" FALSE
"2892" "PREVENAR" FALSE
"2893" "URAPLEX" FALSE
"2894" "BIGETRA" FALSE
"2895" "FRIDEX" FALSE
"2896" "SOMNOVIT" TRUE
"2897" "RISPERIDONA CODRAMOL" FALSE
"2898" "VARENICLINA" FALSE
"2899" "TOSEINA" TRUE
"2900" "BRIMVERA" FALSE
"2901" "ULUNAR BREEZHALER" FALSE
"2902" "FERROCUR" FALSE
"2903" "FLUSEMIDE" FALSE
"2904" "PAIDOCORT" FALSE
"2905" "CISTINA" FALSE
"2906" "GABAPENTINA TEVAGEN" FALSE
"2907" "TILAVIST" FALSE
"2908" "RIZMOIC" FALSE
"2909" "SULPIRIDA" FALSE
"2910" "EFFICIB" FALSE
"2911" "RIGEVIDON" FALSE
"2912" "VAZKEPA" FALSE
"2913" "CLOTRIMAZOL" FALSE
"2914" "ACFOL" FALSE
"2915" "CLORURO SODIO MEIN" FALSE
"2916" "IBUPROFENO ARGININA FARMALID" FALSE
"2917" "DIZINEL" FALSE
"2918" "DOLENGRIP" FALSE
"2919" "CICLOFALINA" FALSE
"2920" "DABONAL" FALSE
"2921" "LICOFORTE" FALSE
"2922" "VITANGO" FALSE
"2923" "AREMIS" FALSE
"2924" "NOVAG RINO" FALSE
"2925" "DEANXIT" FALSE
"2926" "VANIQA" FALSE
"2927" "EKISTOL" FALSE
"2928" "DISNEUMON PERNASAL" FALSE
"2929" "LISINOPRILHIDROCLOROTIAZIDA" FALSE
"2930" "PARLODEL" FALSE
"2931" "SOLVERA" FALSE
"2932" "OMEPRAZOL HEALTHKERN" FALSE
"2933" "ALOCARE" FALSE
"2934" "VENTOALDO" FALSE
"2935" "BRIMICA GENUAIR" FALSE
"2936" "KANDOSET" FALSE
"2937" "SUPREFACT DEPOT" FALSE
"2938" "DERMOVAGISIL" FALSE
"2939" "INTERDERM" FALSE
"2940" "GALAFOLD" FALSE
"2941" "EVISTA" FALSE
"2942" "SEPTOCIPRO" FALSE
"2943" "FOSLAINCO" FALSE
"2944" "MIBETIN" FALSE
"2945" "PRAVAFENIX" FALSE
"2946" "MUXIMED" FALSE
"2947" "KESIMPTA" FALSE
"2948" "GAMALATE" FALSE
"2949" "FOSINOPRIL" FALSE
"2950" "OLOPATADINA ABAMED" FALSE
"2951" "DALINGO" FALSE
"2952" "EVEROLIMUS ETHYPHARM" FALSE
"2953" "SAMSCA" FALSE
"2954" "ENDOVELLE" FALSE
"2955" "ALENDROFARM" FALSE
"2956" "NATIMED" FALSE
"2957" "IBUSTICK" FALSE
"2958" "KABIPAC GLUCOSA" FALSE
"2959" "PRIOSOL" FALSE
"2960" "BOOSTRIX POLIO" FALSE
"2961" "DROSPIL" FALSE
"2962" "DUTASTERIDA TAMSULOSINA TEVAGEN" FALSE
"2963" "DARAPRIM" FALSE
"2964" "SPIRIVA" FALSE
"2965" "DOCTRIL" FALSE
"2966" "FORTZAAR" FALSE
"2967" "TOCTINO" FALSE
"2968" "AMENUR" FALSE
"2969" "VIGAMOX" FALSE
"2970" "ELONVA" FALSE
"2971" "VEREGEN" FALSE
"2972" "COLIROFTA" FALSE
