"product_id" "laboratory_id" "laboratory_name" "nationalCode" "denomination" "presentation" "presentation2" "contenido" "forma" "forma2" "concentracion" "masa_dimension" "volumen" "name" "presentation3"
4478 2000000 "SORIA NATURAL SA" "102592" "SORIA NAT AGILMEN 18C 690 MG 30 COMP" "SORIA NAT AGILMEN 18 C 690 MG 30 COMPRIMIDOS" "NAT AGILMEN 18 C" " 30 COMPRIMIDOS" NA NA NA "690 MG" NA "SORIA NATURAL" "NAT AGILMEN 18 C"
4480 2000000 "SORIA NATURAL SA" "102589" "SORIA NAT CALCIO RETARD 1275 MG 30 COMP" "SORIA NAT CALCIO RETARD 1275 MG 30 COMPRIMIDOS" "NAT CALCIO RETARD" " 30 COMPRIMIDOS" NA NA NA "1275 MG" NA "SORIA NATURAL" "NAT CALCIO RETARD"
4482 2000000 "SORIA NATURAL SA" "130368" "SORIA NAT DESMODIUM ADSCENDENS BOLSA 40G" "SORIA NAT DESMODIUM ADSCENDENS BOLSA 40 G" "NAT DESMODIUM ADSCENDENS BOLSA" NA NA NA NA "40 G" NA "SORIA NATURAL" "NAT DESMODIUM ADSCENDENS BOLSA"
4485 2000000 "SORIA NATURAL SA" "135395" "SORIA NAT EXTRACTO CASTAÑO INDIAS 50 ML" "SORIA NAT EXTRACTO CASTAÑO INDIAS 50 ML" "NAT EXTRACTO CASTAÑO INDIAS" NA NA NA NA NA " 50 ML" "SORIA NATURAL" "NAT EXTRACTO CASTAÑO INDIAS"
4487 2000000 "SORIA NATURAL SA" "102571" "SORIA NAT MELATONIN TRAVEL 1,95MG 90 COM" "SORIA NAT MELATONIN TRAVEL 1.95 MG 90 COM" "NAT MELATONIN TRAVEL 90 COM" NA NA NA NA "1.95 MG" NA "SORIA NATURAL" "NAT MELATONIN TRAVEL 90 COM"
4489 2000000 "SORIA NATURAL SA" "102599" "SORIA NAT MINCARTIL CLASIC 180 TABLETAS" "SORIA NAT MINCARTIL CLASIC 180 TABLETAS" "NAT MINCARTIL CLASIC" "180 TABLETAS" NA NA NA NA NA "SORIA NATURAL" "NAT MINCARTIL CLASIC"
4501 2000000 "SORIA NATURAL SA" "102563" "SORIA NATURAL ARCILLA BLANCA 250 GR" "SORIA NATURAL ARCILLA BLANCA 250 G" "NATURAL ARCILLA BLANCA" NA NA NA NA "250 G" NA "SORIA NATURAL" "NATURAL ARCILLA BLANCA"
4505 2000000 "SORIA NATURAL SA" "102680" "SORIA NATURAL BOLDO 600 MG 60 COMP" "SORIA NATURAL BOLDO 600 MG 60 COMPRIMIDOS" "NATURAL BOLDO" " 60 COMPRIMIDOS" NA NA NA "600 MG" NA "SORIA NATURAL" "NATURAL BOLDO"
4507 2000000 "SORIA NATURAL SA" "102561" "SORIA NATURAL BOLDO INFUSION 20 FILTROS" "SORIA NATURAL BOLDO INFUSION 20 FILTROS" "NATURAL BOLDO INFUSION 20 FILTROS" NA NA NA NA NA NA "SORIA NATURAL" "NATURAL BOLDO INFUSION 20 FILTROS"
4511 2000000 "SORIA NATURAL SA" "102532" "SORIA NATURAL COLA DE CABALLO BOLSA 50GR" "SORIA NATURAL COLA CABALLO BOLSA 50 G" "NATURAL COLA CABALLO BOLSA" NA NA NA NA "50 G" NA "SORIA NATURAL" "NATURAL COLA CABALLO BOLSA"
4517 2000000 "SORIA NATURAL SA" "102568" "SORIA NATURAL DURILIMP 250 ML" "SORIA NATURAL DURILIMP 250 ML" "NATURAL DURILIMP" NA NA NA NA NA " 250 ML" "SORIA NATURAL" "NATURAL DURILIMP"
4520 2000000 "SORIA NATURAL SA" "102535" "SORIA NATURAL ESPLIEGO BOLSA 40 GR" "SORIA NATURAL ESPLIEGO BOLSA 40 G" "NATURAL ESPLIEGO BOLSA" NA NA NA NA "40 G" NA "SORIA NATURAL" "NATURAL ESPLIEGO BOLSA"
4522 2000000 "SORIA NATURAL SA" "128349" "SORIA NATURAL EXTRACTO AMAPOLA 50 ML" "SORIA NATURAL EXTRACTO AMAPOLA 50 ML" "NATURAL EXTRACTO AMAPOLA" NA NA NA NA NA " 50 ML" "SORIA NATURAL" "NATURAL EXTRACTO AMAPOLA"
4524 2000000 "SORIA NATURAL SA" "135228" "SORIA NATURAL EXTRACTO AVENA 50 ML" "SORIA NATURAL EXTRACTO AVENA 50 ML" "NATURAL EXTRACTO AVENA" NA NA NA NA NA " 50 ML" "SORIA NATURAL" "NATURAL EXTRACTO AVENA"
4527 2000000 "SORIA NATURAL SA" "102546" "SORIA NATURAL EXTRACTO MELISA 50 ML" "SORIA NATURAL EXTRACTO MELISA 50 ML" "NATURAL EXTRACTO MELISA" NA NA NA NA NA " 50 ML" "SORIA NATURAL" "NATURAL EXTRACTO MELISA"
4529 2000000 "SORIA NATURAL SA" "102551" "SORIA NATURAL EXTRACTO ORTIGA VERDE 50ML" "SORIA NATURAL EXTRACTO ORTIGA VERDE 50 ML" "NATURAL EXTRACTO ORTIGA VERDE" NA NA NA NA NA " 50 ML" "SORIA NATURAL" "NATURAL EXTRACTO ORTIGA VERDE"
4531 2000000 "SORIA NATURAL SA" "148938" "SORIA NATURAL EXTRACTO ROMPEPIEDRAS 50ML" "SORIA NATURAL EXTRACTO ROMPEPIEDRAS 50 ML" "NATURAL EXTRACTO ROMPEPIEDRAS" NA NA NA NA NA " 50 ML" "SORIA NATURAL" "NATURAL EXTRACTO ROMPEPIEDRAS"
4533 2000000 "SORIA NATURAL SA" "130841" "SORIA NATURAL EXTRACTO ZARZAPARRILA 50ML" "SORIA NATURAL EXTRACTO ZARZAPARRILA 50 ML" "NATURAL EXTRACTO ZARZAPARRILA" NA NA NA NA NA " 50 ML" "SORIA NATURAL" "NATURAL EXTRACTO ZARZAPARRILA"
4587 2000055 "DANONE NUTRICIA, S.R.L." "176663" "SOUVENAID CAPPUCCINO 4 X 125 ML" "SOUVENAID CAPPUCCINO 4 X 125 ML" "SOUVENAID CAPPUCCINO L" NA NA NA NA "4 X 125 M" NA "DANONE NUTRICIA" "SOUVENAID CAPPUCCINO L"
4589 2000055 "DANONE NUTRICIA, S.R.L." "167735" "SOUVENAID FRESA 4X125 ML" "SOUVENAID FRESA 4 X 125 ML" "SOUVENAID FRESA L" NA NA NA NA "4 X 125 M" NA "DANONE NUTRICIA" "SOUVENAID FRESA L"
4591 2000055 "DANONE NUTRICIA, S.R.L." "167732" "SOUVENAID VAINILLA 4X125 ML" "SOUVENAID VAINILLA 4 X 125 ML" "SOUVENAID VAINILLA L" NA NA NA NA "4 X 125 M" NA "DANONE NUTRICIA" "SOUVENAID VAINILLA L"
4594 2000011 "LA BOTICA NATURAL" "102721" "SPECCHIASSOL FERZYM FAST 10 VIALES 8 ML" "SPECCHIASSOL FERZYM FAST 10 VIALES 8 ML" "SPECCHIASSOL FERZYM FAST" " 10 VIALES" NA NA NA NA " 8 ML" "BOTICA NATURAL" "SPECCHIASSOL FERZYM FAST"
4596 2000102 "SM IMPORTADOR PRODUCTOS DIETET" "102713" "SPECCHIASSOL FISIOSOL 15 COBRE 20 VIALES" "SPECCHIASSOL FISIOSOL 15 COBRE 20 VIALES" "SPECCHIASSOL FISIOSOL 15 COBRE" " 20 VIALES" NA NA NA NA NA "SM IMPORTADOR PRODUCTOS DIETET" "SPECCHIASSOL FISIOSOL 15 COBRE"
10503 2000218 "STADA, SL." "212094" "MITOSYL GEL CHAMPÚ DERMOPROTECTOR 490ML" "MITOSYL GEL CHAMPU DERMOPROTECTOR BOTE GEL DOSIFICADOR 490 ML" "MITOSYL DERMOPROTECTOR BOTE DOSIFICADOR" NA "GEL" "CHAMPU" NA NA " 490 ML" "STADA" "MITOSYL DERMOPROTECTOR BOTE DOSIFICADOR"
10486 2000218 "STADA, SL." "198445" "TROFOLASTIN REDUCTOR CICATRICES MAMARIO" "TROFOLASTIN REDUCTOR CICATRICES MAMARIO 3 BLISTERS 2 CONJUNTOS APOSITOS" "TROFOLASTIN REDUCTOR CICATRICES MAMARIO 3 BLISTERS 2 CONJUNTOS" NA "APOSITOS" NA NA NA NA "STADA" "TROFOLASTIN REDUCTOR CICATRICES MAMARIO 3 BLISTERS 2 CONJUNTOS"
10498 2000218 "STADA, SL." "203905" "TROFOLASTIN SENOS 75 ML" "TROFOLASTIN SENOS TUBO CREMA 75 ML" "TROFOLASTIN SENOS" " TUBO" "CREMA" NA NA NA " 75 ML" "STADA" "TROFOLASTIN SENOS"
10520 2000218 "STADA, SL." "201351" "VENORRECTAL GEL 50 GR" "VENORRECTAL 50 G GEL ANORRECTAL HEMORROIDES APLICADDOR" "VENORRECTAL ANORRECTAL HEMORROIDES APLICADDOR" NA "GEL" NA NA "50 G" NA "STADA" "VENORRECTAL ANORRECTAL HEMORROIDES APLICADDOR"
2653 2000147 "PROCARE HEALTH IBERIA,S.L" "204139" "IRONCARE FORTE 30 CAPSULAS" "IRONCARE FORTE 30 CAPSULAS" "IRONCARE FORTE" " 30 CAPSULAS" NA NA NA NA NA "PROCARE HEALTH" "IRONCARE FORTE"
2656 2000079 "URIACH CONSUMER HEALTHCARE, S." "381582" "ISOGUMIL 30 CAPSULAS" "ISOGUMIL 30 CAPSULAS" "ISOGUMIL" " 30 CAPSULAS" NA NA NA NA NA "URIACH CONSUMER HEALTHCARE" "ISOGUMIL"
2658 2000052 "IONFARMA SL" "163342" "ISOVITAL ANTIOXIDANTE 30 CAPS." "ISOVITAL ANTIOXIDANTE 30 CAPSULAS" "ISOVITAL ANTIOXIDANTE" " 30 CAPSULAS" NA NA NA NA NA "IONFARMA" "ISOVITAL ANTIOXIDANTE"
4789 2000029 "PLUSQUAM PHARMA,S.L." "182320" "UROCRAN FORTE 30 SOBRES" "UROCRAN FORTE 30 SOBRES" "UROCRAN FORTE" " 30 SOBRES" NA NA NA NA NA "PLUSQUAM" "UROCRAN FORTE"
2662 2000212 "ALLOGA LOGISTICA ESPAÑA, S.L.(" "198237" "IWHITE DIAMOND 10 MOLDES" "IWHITE DIAMOND 10 MOLDES" "IWHITE DIAMOND 10 MOLDES" NA NA NA NA NA NA "ALLOGA" "IWHITE DIAMOND 10 MOLDES"
2664 2000089 "REIG JOFRE, S.A." "165020" "JALEA REAL 2000 MG 20 AMP FORTE PHARMA" "JALEA REAL 2000 MG 20 AMP FORTE PHARMA" "JALEA REAL 20 AMP FORTE PHARMA" NA NA NA NA "2000 MG" NA "REIG JOFRE" "JALEA REAL 20 AMP FORTE PHARMA"
2667 2000145 "SALUS FLORADIX ESPAÑA, S.L." "131037" "JAPOL ACEITE ESENC MENTA JAPO 10ML SALUS" "JAPOL ACEITE ESENC MENTA JAPO 10 ML SALUS" "JAPOL ACEITE ESENC MENTA JAPO" NA NA NA NA NA " 10 ML" "SALUS FLORADIX" "JAPOL ACEITE ESENC MENTA JAPO"
4670 2000266 "INFUSIONES SUSARON S.L." "006689" "SUSARON SANACOL COLESTEROL 20 BOLSIT" "SUSARON SANACOL COLESTEROL 20 BOLSIT" "SANACOL COLESTEROL 20 BOLSIT" NA NA NA NA NA NA "INFUSIONES SUSARON" "SANACOL COLESTEROL 20 BOLSIT"
2669 2000004 "NOVETEX-PHARES, SL" "240952" "JELLY KIDS APETIT 250 ML." "JELLY KIDS APETIT 250 ML" "JELLY KIDS APETIT" NA NA NA NA NA " 250 ML" "NOVETEX PHARES" "JELLY KIDS APETIT"
4803 2000011 "LA BOTICA NATURAL" "021911" "VALERIANA COMPLEX 60 COMPRIMIDOS ROBIS" "VALERIANA COMPLEX 60 COMPRIMIDOS ROBIS" "VALERIANA COMPLEX ROBIS" " 60 COMPRIMIDOS" NA NA NA NA NA "BOTICA NATURAL" "VALERIANA COMPLEX ROBIS"
2671 2000004 "NOVETEX-PHARES, SL" "164838" "JELLY KIDS PREVENT 250 ML" "JELLY KIDS PREVENT 250 ML" "JELLY KIDS PREVENT" NA NA NA NA NA " 250 ML" "NOVETEX PHARES" "JELLY KIDS PREVENT"
2673 2000037 "PHARMALINK, S.L." "205087" "JELLYSAN FORTE 2000 MG 20 VIALES 10 ML" "JELLYSAN FORTE 2000 MG 20 VIALES 10 ML" "JELLYSAN FORTE" " 20 VIALES" NA NA "2000 MG 10 ML" NA NA "PHARMALINK" "JELLYSAN FORTE"
4842 2000151 "VAMINTER S.L." "004194" "VAMINTER PEDIAKID CALCIO C+ 14 SOBRES" "VAMINTER PEDIAKID CALCIO C+ 14 SOBRES" "PEDIAKID CALCIO C+" " 14 SOBRES" NA NA NA NA NA "VAMINTER" "PEDIAKID CALCIO C+"
13530 34 "ANGELINI PHARMA ESPAÑA, S.L.U" "202642" "JUANOLA JALEA ENERGY 28 STICKS" "JUANOLA JALEA ENERGY 28 STICKS" "JUANOLA JALEA ENERGY" " 28 STICKS" NA NA NA NA NA "ANGELINI" "JUANOLA JALEA ENERGY"
2758 2000006 "SUPLEMENTOS SOLGAR,S.L." "149475" "L METIONINA 500 MG 30 CAPS SOLGAR" "L METIONINA 500 MG 30 CAPSULAS SOLGAR" "L METIONINA" " 30 CAPSULAS" NA NA NA "500 MG" NA "SUPLEMENTOS SOLGAR" "L METIONINA"
2760 2000113 "BIO3 ESPAÑA, S.L." "349597" "LA LEONESA ANIS 10 BOLSITAS" "LEONESA ANIS 10 BOLSITAS" "LEONESA ANIS 10 BOLSITAS" NA NA NA NA NA NA "BIO3" "LEONESA ANIS 10 BOLSITAS"
2716 2000061 "LOGISTA PHARMA,S.A.U." "195961" "KIJIMEA COLON IRRITABLE PRO 14 CAPSULAS" "KIJIMEA COLON IRRITABLE PRO 14 CAPSULAS" "KIJIMEA COLON IRRITABLE PRO" " 14 CAPSULAS" NA NA NA NA NA "LOGISTA" "KIJIMEA COLON IRRITABLE PRO"
2718 2000061 "LOGISTA PHARMA,S.A.U." "195963" "KIJIMEA COLON IRRITABLE PRO 84 CAPSULAS" "KIJIMEA COLON IRRITABLE PRO 84 CAPSULAS" "KIJIMEA COLON IRRITABLE PRO" " 84 CAPSULAS" NA NA NA NA NA "LOGISTA" "KIJIMEA COLON IRRITABLE PRO"
2720 2000061 "LOGISTA PHARMA,S.A.U." "193087" "KIJIMEA REGULARIS 500G GRANULADO" "KIJIMEA REGULARIS 500 G GRANULADO" "KIJIMEA REGULARIS GRANULADO" NA NA NA NA "500 G" NA "LOGISTA" "KIJIMEA REGULARIS GRANULADO"
2722 2000216 "HARTMANN, SA  LABORATORIOS" "190977" "KNEIPP BUENAS NOCHES FORTE 20 BOLSITAS" "KNEIPP BUENAS NOCHES FORTE 20 BOLSITAS" "KNEIPP BUENAS NOCHES FORTE 20 BOLSITAS" NA NA NA NA NA NA "HARTMANN" "KNEIPP BUENAS NOCHES FORTE 20 BOLSITAS"
2725 2000216 "HARTMANN, SA  LABORATORIOS" "365684" "KNEIPP DELGATE INFUSION 20 BOLSITAS" "KNEIPP DELGATE INFUSION 20 BOLSITAS" "KNEIPP DELGATE INFUSION 20 BOLSITAS" NA NA NA NA NA NA "HARTMANN" "KNEIPP DELGATE INFUSION 20 BOLSITAS"
2735 2000216 "HARTMANN, SA  LABORATORIOS" "190963" "KNEIPP SUEÑO COMPLET 60 COMPRIMIDOS" "KNEIPP SUEÑO COMPLET 60 COMPRIMIDOS" "KNEIPP SUEÑO COMPLET" " 60 COMPRIMIDOS" NA NA NA NA NA "HARTMANN" "KNEIPP SUEÑO COMPLET"
2737 2000216 "HARTMANN, SA  LABORATORIOS" "163578" "KNEIPP VALERIANA CLASSIC 30 GRAGEAS" "KNEIPP VALERIANA CLASSIC 30 GRAGEAS" "KNEIPP VALERIANA CLASSIC 30 GRAGEAS" NA NA NA NA NA NA "HARTMANN" "KNEIPP VALERIANA CLASSIC 30 GRAGEAS"
7662 8006 "ACTIV MEDICAL DISPOSABLE, S.A.L." "474965" "AMD LYSETTE ELASTICOS T. PEQUEÑA 40 U" "AMD LYSETTE ELASTICOS T PEQUEÑA 40 UNIDADES ABSORBENTE INC ORINA DIA ANAT" "AMD LYSETTE T PEQUEÑA ABSORBENTE INC ORINA DIA ANAT" " 40 UNIDADES" NA NA NA NA NA "ACTIV MEDICAL DISPOSABLE" "AMD LYSETTE T PEQUEÑA ABSORBENTE INC ORINA DIA ANAT"
8228 8006 "ACTIV MEDICAL DISPOSABLE, S.A.L." "483677" "AMD LYSETTE 20U" "AMD LYSETTE 20 U ABSORBENTE INC ORINA DIA RECT" "AMD LYSETTE 20 U ABSORBENTE INC ORINA DIA RECT" NA NA NA NA NA NA "ACTIV MEDICAL DISPOSABLE" "AMD LYSETTE 20 U ABSORBENTE INC ORINA DIA RECT"
8230 8006 "ACTIV MEDICAL DISPOSABLE, S.A.L." "483693" "AMD LYSETTE 60U" "AMD LYSETTE 60 U ABSORBENTE INC ORINA DIA RECT" "AMD LYSETTE 60 U ABSORBENTE INC ORINA DIA RECT" NA NA NA NA NA NA "ACTIV MEDICAL DISPOSABLE" "AMD LYSETTE 60 U ABSORBENTE INC ORINA DIA RECT"
2739 2000216 "HARTMANN, SA  LABORATORIOS" "173118" "KNEIPP VALERIANA CLASSIC 90 GRAGEAS" "KNEIPP VALERIANA CLASSIC 90 GRAGEAS" "KNEIPP VALERIANA CLASSIC 90 GRAGEAS" NA NA NA NA NA NA "HARTMANN" "KNEIPP VALERIANA CLASSIC 90 GRAGEAS"
2741 2000216 "HARTMANN, SA  LABORATORIOS" "173100" "KNEIPP VALERIANA FORTE 30 GRAGEAS" "KNEIPP VALERIANA FORTE 30 GRAGEAS" "KNEIPP VALERIANA FORTE 30 GRAGEAS" NA NA NA NA NA NA "HARTMANN" "KNEIPP VALERIANA FORTE 30 GRAGEAS"
2743 2000031 "ESSTE SPORT, SLL" "102490" "KOMPACT SALTS 260 MG 60 CAPS INFISPORT" "KOMPACT SALTS 260 MG 60 CAPSULAS INFISPORT" "KOMPACT SALTS" " 60 CAPSULAS" NA NA NA "260 MG" NA "ESSTE SPORT" "KOMPACT SALTS"
2746 2000217 "THE WAND SOLUTIONS, S.L." "194296" "KURANIMO 30 STICKS" "KURANIMO 30 STICKS" "KURANIMO" " 30 STICKS" NA NA NA NA NA "THE WAND SOLUTIONS" "KURANIMO"
7537 8006 "ACTIV MEDICAL DISPOSABLE, S.A.L." "472894" "AMD PANTS T. MEDIA 40 U" "AMD PANTS T MEDIA 40 UNIDADES ABSORBENTE INC ORINA SUP NOC ANAT" "AMD PANTS T MEDIA ABSORBENTE INC ORINA SUP NOC ANAT" " 40 UNIDADES" NA NA NA NA NA "ACTIV MEDICAL DISPOSABLE" "AMD PANTS T MEDIA ABSORBENTE INC ORINA SUP NOC ANAT"
2748 2000217 "THE WAND SOLUTIONS, S.L." "193840" "KURASUEÑO DE MANTENIMIENTO 60 ML" "KURASUEÑO MANTENIMIENTO 60 ML" "KURASUEÑO MANTENIMIENTO" NA NA NA NA NA " 60 ML" "THE WAND SOLUTIONS" "KURASUEÑO MANTENIMIENTO"
2750 2000128 "VITAE NATURAL NUTRITION,S.L." "172244" "KYO-DOPHILUS ONE PER DAY 15 CAPS VITAE" "KYO DOPHILUS ONE PER DAY 15 CAPSULAS VITAE" "KYO DOPHILUS ONE PER DAY" " 15 CAPSULAS" NA NA NA NA NA "VITAE NATURAL NUTRITION" "KYO DOPHILUS ONE PER DAY"
2752 2000011 "LA BOTICA NATURAL" "136802" "L CARNITINA 1000 MG 10 VIALES SOTYA" "L CARNITINA 1000 MG 10 VIALES SOTYA" "L CARNITINA SOTYA" " 10 VIALES" NA NA NA "1000 MG" NA "BOTICA NATURAL" "L CARNITINA SOTYA"
2753 2000019 "BOTANICA-NUTRIENTS, SL" "172586" "L CARNITINA 500 MG 60 CAPS BOTANICA" "L CARNITINA 500 MG 60 CAPSULAS BOTANICA" "L CARNITINA" " 60 CAPSULAS" NA NA NA "500 MG" NA "BOTANICA NUTRIENTS" "L CARNITINA"
2755 2000006 "SUPLEMENTOS SOLGAR,S.L." "109778" "L GLUTAMINA POLVO 200 G" "L GLUTAMINA POLVO 200 G" "L GLUTAMINA POLVO" NA NA NA NA "200 G" NA "SUPLEMENTOS SOLGAR" "L GLUTAMINA POLVO"
2703 2000006 "SUPLEMENTOS SOLGAR,S.L." "109779" "L LISINA 1000 MG 250 COMP" "L LISINA 1000 MG 250 COMPRIMIDOS" "L LISINA" " 250 COMPRIMIDOS" NA NA NA "1000 MG" NA "SUPLEMENTOS SOLGAR" "L LISINA"
4740 2000011 "LA BOTICA NATURAL" "098988" "TRIFLEX 970 MG.90 CAPSULAS (ITB)" "TRIFLEX 970 MG 90 CAPSULAS ITB" "TRIFLEX ITB" " 90 CAPSULAS" NA NA NA "970 MG" NA "BOTICA NATURAL" "TRIFLEX ITB"
6388 905 "COFARES (COOP.FARMAC.ESPAÑOLA)" "447524" "APOSAN 10 X 10" "APOSAN 10 X 10 VENDA ELASTICA" "APOSAN 10 X 10 VENDA ELASTICA" NA NA NA NA NA NA "COFARES" "APOSAN 10 X 10 VENDA ELASTICA"
6984 985 "INTEX, S.A." "462002" "INTEX TALLA 3" "INTEX TALLA 3 RODILLERA" "TALLA 3 RODILLERA" NA NA NA NA NA NA "INTEX" "TALLA 3 RODILLERA"
7269 985 "INTEX, S.A." "468363" "INTEX TALLA 4" "INTEX TALLA 4 MEDIA LARGA F COMPRIMIDOS FUERTE" "TALLA 4 MEDIA LARGA F FUERTE" NA "COMPRIMIDOS" NA NA NA NA "INTEX" "TALLA 4 MEDIA LARGA F FUERTE"
7273 985 "INTEX, S.A." "468405" "INTEX TALLA 4" "INTEX TALLA 4 MEDIAS ET CINT COMPRIMIDOS FUERTE" "TALLA 4 MEDIAS ET CINT FUERTE" NA "COMPRIMIDOS" NA NA NA NA "INTEX" "TALLA 4 MEDIAS ET CINT FUERTE"
7265 985 "INTEX, S.A." "468322" "INTEX TALLA 4" "INTEX TALLA 4 MEDIA CORTA D COMPRIMIDOS FUERTE" "TALLA 4 MEDIA CORTA D FUERTE" NA "COMPRIMIDOS" NA NA NA NA "INTEX" "TALLA 4 MEDIA CORTA D FUERTE"
7270 985 "INTEX, S.A." "468371" "INTEX TALLA 5" "INTEX TALLA 5 MEDIA LARGA F COMPRIMIDOS FUERTE" "TALLA 5 MEDIA LARGA F FUERTE" NA "COMPRIMIDOS" NA NA NA NA "INTEX" "TALLA 5 MEDIA LARGA F FUERTE"
2759 2000020 "LAMBERTS ESPAÑOLA S.L" "138830" "L TEANINA 200 MG 60 COMPRIMIDOS LAMBERTS" "L TEANINA 200 MG 60 COMPRIMIDOS LAMBERTS" "L TEANINA" " 60 COMPRIMIDOS" NA NA NA "200 MG" NA "LAMBERTS" "L TEANINA"
2761 2000113 "BIO3 ESPAÑA, S.L." "350868" "LA LEONESA MANZANILLA INFUSION  10 UND." "LEONESA MANZANILLA INFUSION 10 UND" "LEONESA MANZANILLA INFUSION 10 UND" NA NA NA NA NA NA "BIO3" "LEONESA MANZANILLA INFUSION 10 UND"
2763 2000113 "BIO3 ESPAÑA, S.L." "350777" "LA LEONESA MENTA POLEO INFUSION 10 UND." "LEONESA MENTA POLEO INFUSION 10 UND" "LEONESA MENTA POLEO INFUSION 10 UND" NA NA NA NA NA NA "BIO3" "LEONESA MENTA POLEO INFUSION 10 UND"
4742 2000077 "CODIAN, SL" "001650" "TRIPTOFANO 400 MG 50 CAPSULAS SPADIET" "TRIPTOFANO 400 MG 50 CAPSULAS SPADIET" "TRIPTOFANO SPADIET" " 50 CAPSULAS" NA NA NA "400 MG" NA "CODIAN" "TRIPTOFANO SPADIET"
4538 2000000 "SORIA NATURAL SA" "130836" "SORIA NATURAL HINOJO 20 FILTROS" "SORIA NATURAL HINOJO 20 FILTROS" "NATURAL HINOJO 20 FILTROS" NA NA NA NA NA NA "SORIA NATURAL" "NATURAL HINOJO 20 FILTROS"
4774 2000011 "LA BOTICA NATURAL" "076422" "UÑA GATO SCHULER GSN 500 MG 60 COMP" "UÑA GATO SCHULER GSN 500 MG 60 COMPRIMIDOS" "UÑA GATO SCHULER GSN" " 60 COMPRIMIDOS" NA NA NA "500 MG" NA "BOTICA NATURAL" "UÑA GATO SCHULER GSN"
4554 2000000 "SORIA NATURAL SA" "102581" "SORIA NATURAL NATUSOR 28 RENAL 20 FILTRO" "SORIA NATURAL NATUSOR 28 RENAL 20 FILTRO" "NATURAL NATUSOR 28 RENAL 20 FILTRO" NA NA NA NA NA NA "SORIA NATURAL" "NATURAL NATUSOR 28 RENAL 20 FILTRO"
2765 2000113 "BIO3 ESPAÑA, S.L." "350835" "LA LEONESA TILA INFUSION 10 UND." "LEONESA TILA INFUSION 10 UND" "LEONESA TILA INFUSION 10 UND" NA NA NA NA NA NA "BIO3" "LEONESA TILA INFUSION 10 UND"
4800 2000011 "LA BOTICA NATURAL" "011801" "VALERIANA 25 FILTROS INFUTISA" "VALERIANA 25 FILTROS INFUTISA" "VALERIANA 25 FILTROS INFUTISA" NA NA NA NA NA NA "BOTICA NATURAL" "VALERIANA 25 FILTROS INFUTISA"
4556 2000000 "SORIA NATURAL SA" "100689" "SORIA NATURAL NOFLASOR 28 COMPRIMIDOS" "SORIA NATURAL NOFLASOR 28 COMPRIMIDOS" "NATURAL NOFLASOR" " 28 COMPRIMIDOS" NA NA NA NA NA "SORIA NATURAL" "NATURAL NOFLASOR"
2767 2000077 "CODIAN, SL" "119388" "LA PASTORCILLA N.7 DT (DIABETES)80GR INF" "PASTORCILLA N 7 DT DIABETES 80 G INF" "PASTORCILLA N 7 DT DIABETES INF" NA NA NA NA "80 G" NA "CODIAN" "PASTORCILLA N 7 DT DIABETES INF"
2779 2000132 "DRASANVI,S.L." "202245" "LABCATAL GRANIONS 24 VITAMINAS 90 COMP" "LABCATAL GRANIONS 24 VITAMINAS 90 COMPRIMIDOS" "LABCATAL GRANIONS 24 VITAMINAS" " 90 COMPRIMIDOS" NA NA NA NA NA "DRASANVI" "LABCATAL GRANIONS 24 VITAMINAS"
4558 2000000 "SORIA NATURAL SA" "124222" "SORIA NATURAL ORTIGA VERDE BOLSA 30 GR" "SORIA NATURAL ORTIGA VERDE BOLSA 30 G" "NATURAL ORTIGA VERDE BOLSA" NA NA NA NA "30 G" NA "SORIA NATURAL" "NATURAL ORTIGA VERDE BOLSA"
8969 999 "HOLLISTER IBERICA, S.A." "493346" "INVIEW ESPECIAL CORTO 97129 29MM 30U" "INVIEW ESPECIAL CORTO 97129 29 MM 30 U COLECTOR BOLSA RECOGIDA ORINA AADH AUTOADHESIVO" "INVIEW ESPECIAL CORTO 97129 30 U COLECTOR BOLSA RECOGIDA ORINA AADH AUTOADHESIVO" NA NA NA NA "29 MM" NA "HOLLISTER" "INVIEW ESPECIAL CORTO 97129 30 U COLECTOR BOLSA RECOGIDA ORINA AADH AUTOADHESIVO"
8971 999 "HOLLISTER IBERICA, S.A." "493361" "INVIEW ESPECIAL CORTO 97136 36MM 30U" "INVIEW ESPECIAL CORTO 97136 36 MM 30 U COLECTOR BOLSA RECOGIDA ORINA AADH AUTOADHESIVO" "INVIEW ESPECIAL CORTO 97136 30 U COLECTOR BOLSA RECOGIDA ORINA AADH AUTOADHESIVO" NA NA NA NA "36 MM" NA "HOLLISTER" "INVIEW ESPECIAL CORTO 97136 30 U COLECTOR BOLSA RECOGIDA ORINA AADH AUTOADHESIVO"
8978 999 "HOLLISTER IBERICA, S.A." "493437" "INVIEW EXTRA 97325 25MM 30U" "INVIEW EXTRA 97325 25 MM 30 U COLECTOR BOLSA RECOGIDA ORINA AADH AUTOADHESIVO" "INVIEW EXTRA 97325 30 U COLECTOR BOLSA RECOGIDA ORINA AADH AUTOADHESIVO" NA NA NA NA "25 MM" NA "HOLLISTER" "INVIEW EXTRA 97325 30 U COLECTOR BOLSA RECOGIDA ORINA AADH AUTOADHESIVO"
